stored	reencoded	value
1000e2147483647		1e2147483650
1000e3	1e6	1e6
1000e330	1e333	1e333
1000e4294967295	100	1e2
1000e4294967296	1e3	1e3
1000e4294967297	10e3	1e4
1000e8589934592	1e3	1e3
1000e9	1e12	1e12
1000k	1M	1e6
1000m	1	1e0
1000n	1u	1e-6
1000u	1m	1e-3
1001n	1001n	1001e-9
100G	100G	1e11
100M	100M	1e8
100P	100P	1e17
100T	100T	1e14
100e-3	100e-3	1e-1
100e-6	100e-6	1e-4
100e-9	100e-9	1e-7
100e15	100e15	1e17
100e18	100e18	1e20
100e2147482989	100e2147482989	1e2147482991
100e2147482995	100e2147482995	1e2147482997
100e2147482998	100e2147482998	1e2147483000
100e2147483001	100e2147483001	1e2147483003
100e2147483616	100e2147483616	1e2147483618
100e2147483622	100e2147483622	1e2147483624
100e2147483625	100e2147483625	1e2147483627
100e2147483628	100e2147483628	1e2147483630
100e2147483634	100e2147483634	1e2147483636
100e2147483637	100e2147483637	1e2147483639
100e2147483643	100e2147483643	1e2147483645
100e2147483647	100e2147483647	1e2147483649
100e318	100e318	1e320
100e327	100e327	1e329
100e6	100e6	1e8
100e9	100e9	1e11
100k	100k	1e5
100m	100m	1e-1
100n	100n	1e-7
100u	100u	1e-4
1024	1024	1024e0
10240	10240	1024e1
1024000000103n	1024000000103n	1024000000103e-9
102400e-3	102400e-3	1024e-1
102400e2147482998	102400e2147482998	1024e2147483000
102400e2147483625	102400e2147483625	1024e2147483627
102400m	102400m	1024e-1
10240e18	10240e18	1024e19
10240e2147483646	10240e2147483646	1024e2147483647
10240e9	10240e9	1024e10
10240e999	10240e999	1024e1000
1024E	1024E	1024e18
1024E3	1024E3	1024e3
1024Ei	9223372036854775807	9223372036854775807e0
1024G	1024G	1024e9
1024Gi	1Ti	1099511627776e0
1024Ki	1Mi	1048576e0
1024M	1024M	1024e6
1024Mi	1Gi	1073741824e0
1024P	1024P	1024e15
1024Pi	1Ei	1152921504606846976e0
1024T	1024T	1024e12
1024Ti	1Pi	1125899906842624e0
1024e+21	1024e+21	1024e21
1024e-1	102400e-3	1024e-1
1024e-10	103e-9	103e-9
1024e-1000	1e-9	1e-9
1024e-18	1e-9	1e-9
1024e-19	1e-9	1e-9
1024e-2147483649	10240e2147483646	1024e2147483647
1024e-3	1024e-3	1024e-3
1024e-330	1e-9	1e-9
1024e-4294967296	1024e-4294967296	1024e0
1024e-4294967297	102400e-3	1024e-1
1024e-9	1024e-9	1024e-9
1024e0	1024e0	1024e0
1024e03	1024e03	1024e3
1024e1	10240	1024e1
1024e10	10240e9	1024e10
1024e1000	10240e999	1024e1000
1024e18	1024e18	1024e18
1024e19	10240e18	1024e19
1024e21	1024e21	1024e21
1024e2147483000	102400e2147482998	1024e2147483000
1024e2147483627	102400e2147483625	1024e2147483627
1024e2147483646	1024e2147483646	1024e2147483646
1024e2147483647	10240e2147483646	1024e2147483647
1024e3	1024e3	1024e3
1024e330	1024e330	1024e330
1024e4294967295	102400e-3	1024e-1
1024e4294967296	1024e4294967296	1024e0
1024e4294967297	10240	1024e1
1024e8589934592	1024e8589934592	1024e0
1024e9	1024e9	1024e9
1024k	1024k	1024e3
1024m	1024m	1024e-3
1024n	1024n	1024e-9
1024u	1024u	1024e-6
103e-9	103e-9	103e-9
103n	103n	103e-9
1048576000104858n	1048576000104858n	1048576000104858e-9
104857600m	104857600m	1048576e-1
1048576m	1048576m	1048576e-3
1048576n	1048576n	1048576e-9
104858n	104858n	104858e-9
107374182400m	107374182400m	1073741824e-1
1073741824107374183n	1073741824107374183n	1073741824107374183e-9
1073741824m	1073741824m	1073741824e-3
1073741824n	1073741824n	1073741824e-9
107374183n	107374183n	107374183e-9
109951162777600m	109951162777600m	1099511627776e-1
1099511627776m	1099511627776m	1099511627776e-3
1099511627776n	1099511627776n	1099511627776e-9
109951162778n	109951162778n	109951162778e-9
1099511627885951162778n	1099511627885951162778n	1099511627885951162778e-9
10e-3	10e-3	1e-2
10e-9	10e-9	1e-8
10e1002	10e1002	1e1003
10e1017	10e1017	1e1018
10e12	10e12	1e13
10e15	10e15	1e16
10e18	10e18	1e19
10e21	10e21	1e22
10e2147482989	10e2147482989	1e2147482990
10e2147482998	10e2147482998	1e2147482999
10e2147483616	10e2147483616	1e2147483617
10e2147483625	10e2147483625	1e2147483626
10e2147483637	10e2147483637	1e2147483638
10e2147483640	10e2147483640	1e2147483641
10e2147483643	10e2147483643	1e2147483644
10e2147483646	10e2147483646	1e2147483647
10e27	10e27	1e28
10e3	10e3	1e4
10e36	10e36	1e37
10e6	10e6	1e7
10e9	10e9	1e10
10e990	10e990	1e991
10e996	10e996	1e997
10e999	10e999	1e1000
112589990684262400m	112589990684262400m	1125899906842624e-1
1125899906842624m	1125899906842624m	1125899906842624e-3
1125899906842624n	1125899906842624n	1125899906842624e-9
112589990684263n	112589990684263n	112589990684263e-9
1125899906955213990684263n	1125899906955213990684263n	1125899906955213990684263e-9
115292150460684697600m	115292150460684697600m	1152921504606846976e-1
1152921504606846976m	1152921504606846976m	1152921504606846976e-3
1152921504606846976n	1152921504606846976n	1152921504606846976e-9
115292150460684698n	115292150460684698n	115292150460684698e-9
1152921504722139126460684698n	1152921504722139126460684698n	1152921504722139126460684698e-9
12	12	12e0
120	120	12e1
1200e-3	1200e-3	12e-1
1200e2147482998	1200e2147482998	12e2147483000
1200e2147483625	1200e2147483625	12e2147483627
120e18	120e18	12e19
120e2147483646	120e2147483646	12e2147483647
120e9	120e9	12e10
120e999	120e999	12e1000
123.456789012	123.456789012	123456789012e-9
123.456789012E	123.456789012E	123456789012e9
123.456789012E3	123.456789012E3	123456789012e-6
123.456789012Ei	9223372036854775807	9223372036854775807e0
123.456789012G	123.456789012G	123456789012e0
123.456789012Gi	132560717818928037888n	132560717818928037888e-9
123.456789012Ki	126419751948288n	126419751948288e-9
123.456789012M	123.456789012M	123456789012e-3
123.456789012Mi	129453825995046912n	129453825995046912e-9
123.456789012P	123.456789012P	123456789012e6
123.456789012Pi	138999987247700286256447488n	138999987247700286256447488e-9
123.456789012T	123.456789012T	123456789012e3
123.456789012Ti	135742175046582310797312n	135742175046582310797312e-9
123.456789012e+21	123.456789012e+21	123456789012e12
123.456789012e-1	12345678902e-9	12345678902e-9
123.456789012e-10	13e-9	13e-9
123.456789012e-1000	1e-9	1e-9
123.456789012e-18	1e-9	1e-9
123.456789012e-19	1e-9	1e-9
123.456789012e-2147483646	1234567890120e2147483640	123456789012e2147483641
123.456789012e-2147483647	123.456789012e-2147483647	123456789012e2147483640
123.456789012e-2147483648	12345678901200e2147483637	123456789012e2147483639
123.456789012e-2147483649	1234567890120e2147483637	123456789012e2147483638
123.456789012e-3	123456790e-9	12345679e-8
123.456789012e-330	1e-9	1e-9
123.456789012e-4294967296	123.456789012e-4294967296	123456789012e-9
123.456789012e-4294967297	12345678902e-9	12345678902e-9
123.456789012e-9	124e-9	124e-9
123.456789012e0	123.456789012e0	123456789012e-9
123.456789012e03	123.456789012e03	123456789012e-6
123.456789012e1	1234567890120e-9	123456789012e-8
123.456789012e10	1234567890120	123456789012e1
123.456789012e1000	1234567890120e990	123456789012e991
123.456789012e18	123.456789012e18	123456789012e9
123.456789012e19	1234567890120e9	123456789012e10
123.456789012e21	123.456789012e21	123456789012e12
123.456789012e2147483000	12345678901200e2147482989	123456789012e2147482991
123.456789012e2147483627	12345678901200e2147483616	123456789012e2147483618
123.456789012e2147483646	123.456789012e2147483646	123456789012e2147483637
123.456789012e2147483647	1234567890120e2147483637	123456789012e2147483638
123.456789012e2147483648	12345678901200e2147483637	123456789012e2147483639
123.456789012e3	123.456789012e3	123456789012e-6
123.456789012e330	123.456789012e330	123456789012e321
123.456789012e4294967295	12345678902e-9	12345678902e-9
123.456789012e4294967296	123.456789012e4294967296	123456789012e-9
123.456789012e4294967297	1234567890120e-9	123456789012e-8
123.456789012e8589934592	123.456789012e8589934592	123456789012e-9
123.456789012e9	123.456789012e9	123456789012e0
123.456789012k	123.456789012k	123456789012e-6
123.456789012m	123456790n	12345679e-8
123.456789012n	124n	124e-9
123.456789012u	123457n	123457e-9
123456789	123456789	123456789e0
1234567890	1234567890	123456789e1
12345678900e-3	12345678900e-3	123456789e-1
12345678900e2147482998	12345678900e2147482998	123456789e2147483000
12345678900e2147483625	12345678900e2147483625	123456789e2147483627
123456789012	123456789012	123456789012e0
1234567890120	1234567890120	123456789012e1
12345678901200e2147482989	12345678901200e2147482989	123456789012e2147482991
12345678901200e2147483616	12345678901200e2147483616	123456789012e2147483618
12345678901200e2147483637	12345678901200e2147483637	123456789012e2147483639
1234567890120e-9	1234567890120e-9	123456789012e-8
1234567890120e2147483637	1234567890120e2147483637	123456789012e2147483638
1234567890120e2147483640	1234567890120e2147483640	123456789012e2147483641
1234567890120e9	1234567890120e9	123456789012e10
1234567890120e990	1234567890120e990	123456789012e991
123456789012345678901	123456789012345678901	123456789012345678901e0
1234567890123456789010	1234567890123456789010	123456789012345678901e1
12345678901234567890100e-3	12345678901234567890100e-3	123456789012345678901e-1
1234567890123456789010e18	1234567890123456789010e18	123456789012345678901e19
1234567890123456789010e9	1234567890123456789010e9	123456789012345678901e10
1234567890123456789010e999	1234567890123456789010e999	123456789012345678901e1000
123456789012345678901234567890123456789	123456789012345678901234567890123456789	123456789012345678901234567890123456789e0
1234567890123456789012345678901234567890	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
12345678901234567890123456789012345678900	12345678901234567890123456789012345678900	123456789012345678901234567890123456789e2
12345678901234567890123456789012345678900e18	12345678901234567890123456789012345678900e18	123456789012345678901234567890123456789e20
12345678901234567890123456789012345678900e9	12345678901234567890123456789012345678900e9	123456789012345678901234567890123456789e11
12345678901234567890123456789012345678900e999	12345678901234567890123456789012345678900e999	123456789012345678901234567890123456789e1001
1234567890123456789012345678901234567890E	1234567890123456789012345678901234567890E	123456789012345678901234567890123456789e19
1234567890123456789012345678901234567890E3	1234567890123456789012345678901234567890e3	123456789012345678901234567890123456789e4
1234567890123456789012345678901234567890Ei	9223372036854775807	9223372036854775807e0
1234567890123456789012345678901234567890G	1234567890123456789012345678901234567890G	123456789012345678901234567890123456789e10
1234567890123456789012345678901234567890Gi	9223372036854775807	9223372036854775807e0
1234567890123456789012345678901234567890Ki	9223372036854775807	9223372036854775807e0
1234567890123456789012345678901234567890M	1234567890123456789012345678901234567890M	123456789012345678901234567890123456789e7
1234567890123456789012345678901234567890Mi	9223372036854775807	9223372036854775807e0
1234567890123456789012345678901234567890P	1234567890123456789012345678901234567890P	123456789012345678901234567890123456789e16
1234567890123456789012345678901234567890Pi	9223372036854775807	9223372036854775807e0
1234567890123456789012345678901234567890T	1234567890123456789012345678901234567890T	123456789012345678901234567890123456789e13
1234567890123456789012345678901234567890Ti	9223372036854775807	9223372036854775807e0
1234567890123456789012345678901234567890e+21	1234567890123456789012345678901234567890e21	123456789012345678901234567890123456789e22
1234567890123456789012345678901234567890e-1	123456789012345678901234567890123456789	123456789012345678901234567890123456789e0
1234567890123456789012345678901234567890e-10	123456789012345678901234567890123456789e-9	123456789012345678901234567890123456789e-9
1234567890123456789012345678901234567890e-1000	1e-9	1e-9
1234567890123456789012345678901234567890e-18	1234567890123456789012345678902e-9	1234567890123456789012345678902e-9
1234567890123456789012345678901234567890e-19	123456789012345678901234567891e-9	123456789012345678901234567891e-9
1234567890123456789012345678901234567890e-3	1234567890123456789012345678901234567890e-3	123456789012345678901234567890123456789e-2
1234567890123456789012345678901234567890e-330	1e-9	1e-9
1234567890123456789012345678901234567890e-4294967296	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
1234567890123456789012345678901234567890e-4294967297	123456789012345678901234567890123456789	123456789012345678901234567890123456789e0
1234567890123456789012345678901234567890e-9	1234567890123456789012345678901234567890e-9	123456789012345678901234567890123456789e-8
1234567890123456789012345678901234567890e0	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
1234567890123456789012345678901234567890e03	1234567890123456789012345678901234567890e3	123456789012345678901234567890123456789e4
1234567890123456789012345678901234567890e1	12345678901234567890123456789012345678900	123456789012345678901234567890123456789e2
1234567890123456789012345678901234567890e10	12345678901234567890123456789012345678900e9	123456789012345678901234567890123456789e11
1234567890123456789012345678901234567890e1000	12345678901234567890123456789012345678900e999	123456789012345678901234567890123456789e1001
1234567890123456789012345678901234567890e18	1234567890123456789012345678901234567890e18	123456789012345678901234567890123456789e19
1234567890123456789012345678901234567890e19	12345678901234567890123456789012345678900e18	123456789012345678901234567890123456789e20
1234567890123456789012345678901234567890e21	1234567890123456789012345678901234567890e21	123456789012345678901234567890123456789e22
1234567890123456789012345678901234567890e3	1234567890123456789012345678901234567890e3	123456789012345678901234567890123456789e4
1234567890123456789012345678901234567890e330	1234567890123456789012345678901234567890e330	123456789012345678901234567890123456789e331
1234567890123456789012345678901234567890e4294967295	123456789012345678901234567890123456789	123456789012345678901234567890123456789e0
1234567890123456789012345678901234567890e4294967296	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
1234567890123456789012345678901234567890e4294967297	12345678901234567890123456789012345678900	123456789012345678901234567890123456789e2
1234567890123456789012345678901234567890e8589934592	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
1234567890123456789012345678901234567890e9	1234567890123456789012345678901234567890e9	123456789012345678901234567890123456789e10
1234567890123456789012345678901234567890k	1234567890123456789012345678901234567890k	123456789012345678901234567890123456789e4
1234567890123456789012345678901234567890m	1234567890123456789012345678901234567890m	123456789012345678901234567890123456789e-2
1234567890123456789012345678901234567890n	1234567890123456789012345678901234567890n	123456789012345678901234567890123456789e-8
1234567890123456789012345678901234567890u	1234567890123456789012345678901234567890u	123456789012345678901234567890123456789e-5
123456789012345678901234567890123456789e-9	123456789012345678901234567890123456789e-9	123456789012345678901234567890123456789e-9
1234567890123456789012345678902e-9	1234567890123456789012345678902e-9	1234567890123456789012345678902e-9
123456789012345678901234567891e-9	123456789012345678901234567891e-9	123456789012345678901234567891e-9
123456789012345678901E	123456789012345678901E	123456789012345678901e18
123456789012345678901E3	123456789012345678901e3	123456789012345678901e3
123456789012345678901Ei	9223372036854775807	9223372036854775807e0
123456789012345678901G	123456789012345678901G	123456789012345678901e9
123456789012345678901Gi	9223372036854775807	9223372036854775807e0
123456789012345678901Ki	9223372036854775807	9223372036854775807e0
123456789012345678901M	123456789012345678901M	123456789012345678901e6
123456789012345678901Mi	9223372036854775807	9223372036854775807e0
123456789012345678901P	123456789012345678901P	123456789012345678901e15
123456789012345678901Pi	9223372036854775807	9223372036854775807e0
123456789012345678901T	123456789012345678901T	123456789012345678901e12
123456789012345678901Ti	9223372036854775807	9223372036854775807e0
123456789012345678901e+21	123456789012345678901e21	123456789012345678901e21
123456789012345678901e-1	12345678901234567890100e-3	123456789012345678901e-1
123456789012345678901e-10	12345678901234567891e-9	12345678901234567891e-9
123456789012345678901e-1000	1e-9	1e-9
123456789012345678901e-18	123456789013e-9	123456789013e-9
123456789012345678901e-19	12345678902e-9	12345678902e-9
123456789012345678901e-3	123456789012345678901e-3	123456789012345678901e-3
123456789012345678901e-330	1e-9	1e-9
123456789012345678901e-4294967296	123456789012345678901	123456789012345678901e0
123456789012345678901e-4294967297	12345678901234567890100e-3	123456789012345678901e-1
123456789012345678901e-9	123456789012345678901e-9	123456789012345678901e-9
123456789012345678901e0	123456789012345678901	123456789012345678901e0
123456789012345678901e03	123456789012345678901e3	123456789012345678901e3
123456789012345678901e1	1234567890123456789010	123456789012345678901e1
123456789012345678901e10	1234567890123456789010e9	123456789012345678901e10
123456789012345678901e1000	1234567890123456789010e999	123456789012345678901e1000
123456789012345678901e18	123456789012345678901e18	123456789012345678901e18
123456789012345678901e19	1234567890123456789010e18	123456789012345678901e19
123456789012345678901e21	123456789012345678901e21	123456789012345678901e21
123456789012345678901e3	123456789012345678901e3	123456789012345678901e3
123456789012345678901e330	123456789012345678901e330	123456789012345678901e330
123456789012345678901e4294967295	12345678901234567890100e-3	123456789012345678901e-1
123456789012345678901e4294967296	123456789012345678901	123456789012345678901e0
123456789012345678901e4294967297	1234567890123456789010	123456789012345678901e1
123456789012345678901e8589934592	123456789012345678901	123456789012345678901e0
123456789012345678901e9	123456789012345678901e9	123456789012345678901e9
123456789012345678901k	123456789012345678901k	123456789012345678901e3
123456789012345678901m	123456789012345678901m	123456789012345678901e-3
123456789012345678901n	123456789012345678901n	123456789012345678901e-9
123456789012345678901u	123456789012345678901u	123456789012345678901e-6
12345678901234567891e-9	12345678901234567891e-9	12345678901234567891e-9
123456789012G	123456789012G	123456789012e9
123456789012M	123456789012M	123456789012e6
123456789012e-6	123456789012e-6	123456789012e-6
123456789012e-9	123456789012e-9	123456789012e-9
123456789012e12	123456789012e12	123456789012e12
123456789012e2147483637	123456789012e2147483637	123456789012e2147483637
123456789012e2147483640	123456789012e2147483640	123456789012e2147483640
123456789012e321	123456789012e321	123456789012e321
123456789012e9	123456789012e9	123456789012e9
123456789012k	123456789012k	123456789012e3
123456789012m	123456789012m	123456789012e-3
123456789012n	123456789012n	123456789012e-9
123456789012u	123456789012u	123456789012e-6
123456789013e-9	123456789013e-9	123456789013e-9
12345678902e-9	12345678902e-9	12345678902e-9
1234567890e18	1234567890e18	123456789e19
1234567890e2147483646	1234567890e2147483646	123456789e2147483647
1234567890e9	1234567890e9	123456789e10
1234567890e999	1234567890e999	123456789e1000
123456789E	123456789E	123456789e18
123456789E3	123456789E3	123456789e3
123456789Ei	9223372036854775807	9223372036854775807e0
123456789G	123456789G	123456789e9
123456789Gi	123456789Gi	132560717806043136e0
123456789Ki	123456789Ki	126419751936e0
123456789M	123456789M	123456789e6
123456789Mi	123456789Mi	129453825982464e0
123456789P	123456789P	123456789e15
123456789Pi	9223372036854775807	9223372036854775807e0
123456789T	123456789T	123456789e12
123456789Ti	9223372036854775807	9223372036854775807e0
123456789e+21	123456789e+21	123456789e21
123456789e-1	12345678900e-3	123456789e-1
123456789e-10	12345679e-9	12345679e-9
123456789e-1000	1e-9	1e-9
123456789e-18	1e-9	1e-9
123456789e-19	1e-9	1e-9
123456789e-2147483649	1234567890e2147483646	123456789e2147483647
123456789e-3	123456789e-3	123456789e-3
123456789e-330	1e-9	1e-9
123456789e-4294967296	123456789e-4294967296	123456789e0
123456789e-4294967297	12345678900e-3	123456789e-1
123456789e-9	123456789e-9	123456789e-9
123456789e0	123456789e0	123456789e0
123456789e03	123456789e03	123456789e3
123456789e1	1234567890	123456789e1
123456789e10	1234567890e9	123456789e10
123456789e1000	1234567890e999	123456789e1000
123456789e18	123456789e18	123456789e18
123456789e19	1234567890e18	123456789e19
123456789e21	123456789e21	123456789e21
123456789e2147483000	12345678900e2147482998	123456789e2147483000
123456789e2147483627	12345678900e2147483625	123456789e2147483627
123456789e2147483646	123456789e2147483646	123456789e2147483646
123456789e2147483647	1234567890e2147483646	123456789e2147483647
123456789e3	123456789e3	123456789e3
123456789e330	123456789e330	123456789e330
123456789e4294967295	12345678900e-3	123456789e-1
123456789e4294967296	123456789e4294967296	123456789e0
123456789e4294967297	1234567890	123456789e1
123456789e8589934592	123456789e8589934592	123456789e0
123456789e9	123456789e9	123456789e9
123456789k	123456789k	123456789e3
123456789m	123456789m	123456789e-3
123456789n	123456789n	123456789e-9
123456789u	123456789u	123456789e-6
123456790e-9	123456790e-9	12345679e-8
123456790n	123456790n	12345679e-8
12345679e-9	12345679e-9	12345679e-9
123457n	123457n	123457e-9
124e-9	124e-9	124e-9
124n	124n	124e-9
1250	1250	125e1
12500e-3	12500e-3	125e-1
12500e15	12500e15	125e17
12500e2147483643	12500e2147483643	125e2147483645
12500e6	12500e6	125e8
12500e996	12500e996	125e998
1250G	1250G	125e10
1250M	1250M	125e7
1250P	1250P	125e16
1250T	1250T	125e13
1250e-3	1250e-3	125e-2
1250e-6	1250e-6	125e-5
1250e15	1250e15	125e16
1250e18	1250e18	125e19
1250e2147483643	1250e2147483643	125e2147483644
1250e2147483646	1250e2147483646	125e2147483647
1250e327	1250e327	125e328
1250e6	1250e6	125e7
1250k	1250k	125e4
1250m	1250m	125e-2
1250n	1250n	125e-8
1250u	1250u	125e-5
125e-3	125e-3	125e-3
125e2147482998	125e2147482998	125e2147482998
125e2147483625	125e2147483625	125e2147483625
125e2147483646	125e2147483646	125e2147483646
126419751948288n	126419751948288n	126419751948288e-9
1280	1280	128e1
1280Gi	1280Gi	137438953472e1
1280Ki	1280Ki	131072e1
1280Mi	1280Mi	134217728e1
1280Pi	1280Pi	144115188075855872e1
1280Ti	1280Ti	140737488355328e1
129453825995046912n	129453825995046912n	129453825995046912e-9
12E	12E	12e18
12E3	12E3	12e3
12Ei	9223372036854775807	9223372036854775807e0
12G	12G	12e9
12Gi	12Gi	12884901888e0
12Ki	12Ki	12288e0
12M	12M	12e6
12Mi	12Mi	12582912e0
12P	12P	12e15
12Pi	12Pi	13510798882111488e0
12T	12T	12e12
12Ti	12Ti	13194139533312e0
12e+21	12e+21	12e21
12e-1	1200e-3	12e-1
12e-10	2e-9	2e-9
12e-1000	1e-9	1e-9
12e-18	1e-9	1e-9
12e-19	1e-9	1e-9
12e-2147483649	120e2147483646	12e2147483647
12e-3	12e-3	12e-3
12e-330	1e-9	1e-9
12e-4294967296	12e-4294967296	12e0
12e-4294967297	1200e-3	12e-1
12e-9	12e-9	12e-9
12e0	12e0	12e0
12e03	12e03	12e3
12e1	120	12e1
12e10	120e9	12e10
12e1000	120e999	12e1000
12e18	12e18	12e18
12e19	120e18	12e19
12e21	12e21	12e21
12e2147483000	1200e2147482998	12e2147483000
12e2147483627	1200e2147483625	12e2147483627
12e2147483646	12e2147483646	12e2147483646
12e2147483647	120e2147483646	12e2147483647
12e3	12e3	12e3
12e330	12e330	12e330
12e4294967295	1200e-3	12e-1
12e4294967296	12e4294967296	12e0
12e4294967297	120	12e1
12e8589934592	12e8589934592	12e0
12e9	12e9	12e9
12k	12k	12e3
12m	12m	12e-3
12n	12n	12e-9
12u	12u	12e-6
132560717818928037888n	132560717818928037888n	132560717818928037888e-9
135742175046582310797312n	135742175046582310797312n	135742175046582310797312e-9
138999987247700286256447488n	138999987247700286256447488n	138999987247700286256447488e-9
13e-9	13e-9	13e-9
15	15	15e0
1500	1500	15e2
1500G	1500G	15e11
1500M	1500M	15e8
1500P	1500P	15e17
1500T	1500T	15e14
1500e-3	1500e-3	15e-1
1500e-6	1500e-6	15e-4
1500e15	1500e15	15e17
1500e18	1500e18	15e20
1500e2147483643	1500e2147483643	15e2147483645
1500e327	1500e327	15e329
1500e6	1500e6	15e8
1500k	1500k	15e5
1500m	1500m	15e-1
1500n	1500n	15e-7
1500u	1500u	15e-4
150e-3	150e-3	15e-2
150e2147482998	150e2147482998	15e2147482999
150e2147483625	150e2147483625	15e2147483626
150e2147483646	150e2147483646	15e2147483647
1536	1536	1536e0
1536Gi	1536Gi	1649267441664e0
1536Ki	1536Ki	1572864e0
1536Mi	1536Mi	1610612736e0
1536Pi	1536Pi	1729382256910270464e0
1536Ti	1536Ti	1688849860263936e0
15e18	15e18	15e18
15e2147483646	15e2147483646	15e2147483646
15e9	15e9	15e9
15e999	15e999	15e999
18446744073709551615	18446744073709551615	18446744073709551615e0
184467440737095516150	184467440737095516150	18446744073709551615e1
1844674407370955161500e-3	1844674407370955161500e-3	18446744073709551615e-1
184467440737095516150e18	184467440737095516150e18	18446744073709551615e19
184467440737095516150e9	184467440737095516150e9	18446744073709551615e10
184467440737095516150e999	184467440737095516150e999	18446744073709551615e1000
18446744073709551615E	18446744073709551615E	18446744073709551615e18
18446744073709551615E3	18446744073709551615e3	18446744073709551615e3
18446744073709551615Ei	9223372036854775807	9223372036854775807e0
18446744073709551615G	18446744073709551615G	18446744073709551615e9
18446744073709551615Gi	9223372036854775807	9223372036854775807e0
18446744073709551615Ki	9223372036854775807	9223372036854775807e0
18446744073709551615M	18446744073709551615M	18446744073709551615e6
18446744073709551615Mi	9223372036854775807	9223372036854775807e0
18446744073709551615P	18446744073709551615P	18446744073709551615e15
18446744073709551615Pi	9223372036854775807	9223372036854775807e0
18446744073709551615T	18446744073709551615T	18446744073709551615e12
18446744073709551615Ti	9223372036854775807	9223372036854775807e0
18446744073709551615e+21	18446744073709551615e21	18446744073709551615e21
18446744073709551615e-1	1844674407370955161500e-3	18446744073709551615e-1
18446744073709551615e-10	1844674407370955162e-9	1844674407370955162e-9
18446744073709551615e-1000	1e-9	1e-9
18446744073709551615e-18	18446744074e-9	18446744074e-9
18446744073709551615e-19	1844674408e-9	1844674408e-9
18446744073709551615e-3	18446744073709551615e-3	18446744073709551615e-3
18446744073709551615e-330	1e-9	1e-9
18446744073709551615e-4294967296	18446744073709551615	18446744073709551615e0
18446744073709551615e-4294967297	1844674407370955161500e-3	18446744073709551615e-1
18446744073709551615e-9	18446744073709551615e-9	18446744073709551615e-9
18446744073709551615e0	18446744073709551615	18446744073709551615e0
18446744073709551615e03	18446744073709551615e3	18446744073709551615e3
18446744073709551615e1	184467440737095516150	18446744073709551615e1
18446744073709551615e10	184467440737095516150e9	18446744073709551615e10
18446744073709551615e1000	184467440737095516150e999	18446744073709551615e1000
18446744073709551615e18	18446744073709551615e18	18446744073709551615e18
18446744073709551615e19	184467440737095516150e18	18446744073709551615e19
18446744073709551615e21	18446744073709551615e21	18446744073709551615e21
18446744073709551615e3	18446744073709551615e3	18446744073709551615e3
18446744073709551615e330	18446744073709551615e330	18446744073709551615e330
18446744073709551615e4294967295	1844674407370955161500e-3	18446744073709551615e-1
18446744073709551615e4294967296	18446744073709551615	18446744073709551615e0
18446744073709551615e4294967297	184467440737095516150	18446744073709551615e1
18446744073709551615e8589934592	18446744073709551615	18446744073709551615e0
18446744073709551615e9	18446744073709551615e9	18446744073709551615e9
18446744073709551615k	18446744073709551615k	18446744073709551615e3
18446744073709551615m	18446744073709551615m	18446744073709551615e-3
18446744073709551615n	18446744073709551615n	18446744073709551615e-9
18446744073709551615u	18446744073709551615u	18446744073709551615e-6
18446744073709551616	18446744073709551616	18446744073709551616e0
184467440737095516160	184467440737095516160	18446744073709551616e1
1844674407370955161600e-3	1844674407370955161600e-3	18446744073709551616e-1
184467440737095516160e18	184467440737095516160e18	18446744073709551616e19
184467440737095516160e9	184467440737095516160e9	18446744073709551616e10
184467440737095516160e999	184467440737095516160e999	18446744073709551616e1000
18446744073709551616E	18446744073709551616E	18446744073709551616e18
18446744073709551616E3	18446744073709551616e3	18446744073709551616e3
18446744073709551616Ei	9223372036854775807	9223372036854775807e0
18446744073709551616G	18446744073709551616G	18446744073709551616e9
18446744073709551616Gi	9223372036854775807	9223372036854775807e0
18446744073709551616Ki	9223372036854775807	9223372036854775807e0
18446744073709551616M	18446744073709551616M	18446744073709551616e6
18446744073709551616Mi	9223372036854775807	9223372036854775807e0
18446744073709551616P	18446744073709551616P	18446744073709551616e15
18446744073709551616Pi	9223372036854775807	9223372036854775807e0
18446744073709551616T	18446744073709551616T	18446744073709551616e12
18446744073709551616Ti	9223372036854775807	9223372036854775807e0
18446744073709551616e+21	18446744073709551616e21	18446744073709551616e21
18446744073709551616e-1	1844674407370955161600e-3	18446744073709551616e-1
18446744073709551616e-10	1844674407370955162e-9	1844674407370955162e-9
18446744073709551616e-1000	1e-9	1e-9
18446744073709551616e-18	18446744074e-9	18446744074e-9
18446744073709551616e-19	1844674408e-9	1844674408e-9
18446744073709551616e-3	18446744073709551616e-3	18446744073709551616e-3
18446744073709551616e-330	1e-9	1e-9
18446744073709551616e-4294967296	18446744073709551616	18446744073709551616e0
18446744073709551616e-4294967297	1844674407370955161600e-3	18446744073709551616e-1
18446744073709551616e-9	18446744073709551616e-9	18446744073709551616e-9
18446744073709551616e0	18446744073709551616	18446744073709551616e0
18446744073709551616e03	18446744073709551616e3	18446744073709551616e3
